attachment	page-number	colours
610010	5	1616FF;1B1B1B;A1A1A2;D6D6D6;FFFFFF
610010	6	1616FF;191919;A0A0A3;D8D8D8;FFFFFF
610010	2	1717FF;1B1B1B;A1A1A2;D1D1D2;FDFDFD
610010	7	1616FF;1B1B1B;A1A1A2;D6D6D7;FFFFFF
610010	4	1717FF;1A1A1A;A1A1A2;D6D6D6;FEFEFE
603927	1	462D2F;798456;A2ABA4;E4DBDA;F4F4F4
603927	3	4F2F2F;977546;A4A6A7;D8D7DF;EFEFEF
603927	2	402A3C;8F7453;A3A4A8;EEDED8;F1F1F1
603927	4	3B293D;7C8751;A2A9A5;F3F3F3;F4E0D6
34266	1	191919;A5A5A5;C0C0C0;FFFFFF
148045	1	232323;9C9C9C;D3D3D3;E8E8E8;FFFFFF
148045	3	262626;9F9F9F;D9D9D9;E8E8E8;FFFFFF
148045	9	4B75BE;898B32;9B9FA4;CFD2D5;FCFDFE
148045	8	313131;9E9E9E;D2D2D2;E8E8E8;FFFFFF
148045	5	232323;9A9A9A;D9D9D9;E9E9E9;FFFFFF
148045	6	222222;9C9C9C;D5D5D5;E8E8E8;FFFFFF
148045	2	282828;9D9D9D;D9D9D9;E8E8E8;FFFFFF
148045	7	272727;9C9C9C;D6D6D6;E8E8E8;FFFFFF
148045	4	252525;9F9F9F;D8D8D8;E8E8E8;FFFFFF
306406	1	1B1B1B;B88DAA;BFBEBE;D7D9D9;FFFFFF
306406	2	242424;A2A2A2;D1D1D1;E8E8E8;FFFFFF
415264	1	201F1F;A4A3A3;B7433D;D8D7D7;FFFFFF
512923	1	171717;96798A;A1A1A1;D9D9D9;FFFFFF
512923	2	181818;A3A3A3;DCDCDC;E8E8E8;FFFFFF
607986	1	21282C;81258C;A6A3A8;D2D0D2;FFFFFF
607986	3	212223;2A39DE;A1A1A3;CFCFCF;FFFFFF
607986	9	121212;1A1AFF;9D9DB5;D1D1DC;FEFEFE
607986	8	191919;9D9D9D;D1D1D1;E9E9E9;FEFEFE
607986	5	212324;242BEF;A1A1A5;CFCFD1;FFFFFF
607986	6	222323;2B1EEA;A1A1A6;CFCFD1;FFFFFF
607986	2	212324;4D7C99;A1A1A1;CFCFCF;FFFFFF
607986	7	15191B;232CEC;9C9DA2;D1D1D3;FEFEFE
607986	4	212325;4062B4;A1A2A3;CFCFD0;FFFFFF
610504	7	161616;AAA7A2;CBCBCB;F91212;FFFFFF
610504	3	101010;B4B4A4;CECECE;FFFFFF
610504	8	111111;B8B4A6;C51249;CACACA;FFFFFF
610504	2	0D0D0D;768790;BCC0AC;CEE8F7;FFFFFF
610504	4	111111;1313FF;B2B2A7;CFCFD0;FFFFFF
610504	11	161616;1818FC;A4A4A5;CACACA;FFFFFF
610504	6	101111;B9B9B6;C9DFEC;D3223C;FFFFFF
610504	5	0F0F0F;72848F;B3B4A7;CDDAE2;FFFFFF
610504	1	0E0E0E;B0B1AB;B62057;CED5D9;FFFFFF
610504	10	0D0D0D;B5ADA4;CCCCCC;FB1111;FFFFFF
610504	9	111111;AAAAA2;CCCCCC;FFFFFF
534126	1	191919;A2A2A2;D1D1D1;E8E8E8;FFFFFF
534126	3	1C1C1C;A2A2A2;D7D7D7;E8E8E8;FFFFFF
534126	5	282828;A3A3A3;D2D2D2;E8E8E8;FFFFFF
534126	6	191919;A2A2A2;D3D3D3;E8E8E8;FFFFFF
534126	2	1A1A1A;A2A2A2;D4D4D4;E8E8E8;FFFFFF
534126	4	161616;A2A2A2;D4D4D4;E8E8E8;FFFFFF
34267	1	181818;9E9E9E;CECECE;E8E8E8;FFFFFF
34267	3	161616;A4A4A4;C0C0C0;FFFFFF
34267	2	1C1C1C;A2A2A2;D0D0D0;E7E7E7;FFFFFF
549582	1	1D1D1D;9F9F9F;D0D0D0;E8E8E8;FFFFFF
549582	2	252525;9F9F9F;D0D0D0;E8E8E8;FFFFFF
374402	1	2F2B2C;969494;C64B4B;D1D0D1;FFFFFF
374402	2	2C2829;949292;CB4747;D2D0D1;FFFFFF
367978	1	0D2B47;3E7FB4;9FA8AC;D1D4D9;FDFDFE
367978	3	203140;7B7F85;A2A7AD;D1D7DF;F1F6FC
367978	2	0B2E4D;64798D;A1A5A9;D0D5DB;F7F9FD
367978	4	1A3145;48759A;A2A3A5;D0D1D1;FFFFFF
571106	1	111111;A4A4A4;DBDBDB;E8E8E8;FFFFFF
571106	3	1E1E1E;A2A2A2;D0D0D0;E8E8E8;FFFFFF
571106	5	1F1F1F;A2A2A2;D0D0D0;E8E8E8;FFFFFF
571106	2	0C0C0C;A4A4A4;D7D7D7;E7E7E7;FFFFFF
571106	4	1B1B1B;1C1CFF;A2A2A5;D4D4D5;FFFFFF
356030	7	433F40;807E7E;A09E9F;D1D0D0;FFFFFF
356030	3	423F3F;807E7E;A09F9F;D1D1D1;FFFFFF
356030	8	353233;807E7E;A09E9E;D1D0D0;FFFFFF
356030	2	403C3D;807E7E;A09F9F;D1D1D1;FFFFFF
356030	4	454142;807E7E;A09E9F;D1D0D0;FFFFFF
356030	6	474344;807E7E;9F9E9E;D0D0D0;FFFFFF
356030	5	434040;807E7E;A09F9F;D1D0D0;FFFFFF
356030	1	3D3A3B;807E7E;A09F9F;D1D1D1;FFFFFF
356030	10	3C3939;807E7E;A09F9F;D0D0D0;FFFFFF
356030	9	332F30;807E7E;9F9D9E;D1D0D0;FFFFFF
427658	1	0C0C0C;A3A3A3;DBDBDB;E8E8E8;FFFFFF
374452	1	59B3B2;784F36;A2AFAF;D2DBDA;F5F9F9
374452	3	403E3F;64B5B3;A1AAAA;D1DCDB;F4F8F8
374452	5	3F3D3E;6EB9B8;A1A9A9;D1DBDB;F2F7F7
374452	6	3F3D3D;6EBAB9;A1ADAD;D1DDDC;F4F8F8
374452	2	3F3D3E;6EB7B6;A2ADAD;D2DCDC;F2F7F7
374452	7	3B3839;73B9B8;9C9FA1;D2D7D7;FBFDFD
374452	4	3F3D3E;6CB9B7;A1ACAB;D1DCDB;F1F7F6
570916	1	2E2B2C;8B24B7;A39FA5;D3D1D4;FFFFFF
570916	3	333030;817F7F;A09F9F;D1D1D1;FFFFFF
570916	5	2B2929;817F7F;A09F9F;D2D1D1;FFFFFF
570916	6	2E19F8;312E2F;A09EA4;D2D1D3;FFFFFF
570916	2	321DF4;333031;A19FA3;D2D1D4;FFFFFF
570916	7	2B2829;2F1AF9;A19FA9;D2D1D6;FFFFFF
570916	4	333031;817E7F;A09F9F;D2D1D1;FFFFFF
565175	1	212121;A1A1A1;CFCFCF;E8E8E8;FFFFFF
565175	2	222324;507C9D;A1A2A3;CFCFD0;FFFFFF
506064	1	0A9592;212222;8FBBBA;D1D9D9;F6FBFB
506064	2	1F2020;259794;92B7B6;D0D9D9;F9FCFC
374315	1	0F0F0F;9B9B9B;D6D6D6;FFFFFF
489459	1	161212;BEBEBE;ECA0A7;FFC7CE;FFFFFF
489459	3	151515;BDBDBD;D0D0D0;E8E8E8;FFFFFF
489459	9	151515;BDBDBD;D0D0D0;E9E9E9;FFFFFF
489459	8	101010;BEBEBE;D0D0D0;E9E9E9;FFFFFF
489459	5	111111;BDBDBD;D0D0D0;E8E8E8;FFFFFF
489459	6	191919;BABABA;D0D0D0;E8E8E8;FFFFFF
489459	2	121212;BEBEBE;D0D0D0;E8E8E8;FFFFFF
489459	7	1A1914;BDBDBD;C7EDCE;FFEB9C;FFFFFF
489459	4	1E1213;BEBDBD;D0D0D0;FFFFFF;FFC7CE
27455	1	262626;B5A4A9;BC1457;DED8DA;FFFFFF
27455	2	010101;D3A1A1;E7DBDB;FF1F1F;FFFFFF
373926	1	141414;9E9E9E;D1D1D1;E8E8E8;FFFFFF
373926	3	0C0C0C;A1A1A1;D0D0D0;E8E8E8;FFFFFF
373926	8	121212;A1A1A1;D1D1D1;E8E8E8;FFFFFF
373926	5	171717;A0A0A0;D1D1D1;E8E8E8;FFFFFF
373926	6	202020;A1A1A1;D1D1D1;E7E7E7;FFFFFF
373926	2	161616;A1A1A1;D2D2D2;E7E7E7;FFFFFF
373926	7	1A1A1A;A0A0A0;D1D1D1;E8E8E8;FFFFFF
373926	4	0D0D0D;A1A1A1;D0D0D0;E8E8E8;FFFFFF
354350	14	2323FF;262626;A2A2A4;D0D0D1;FFFFFF
354350	21	272727;87B9BB;D0D0D0;FFFFFF
354350	7	2A2A2A;3C52EB;A0A3A7;CFCFD1;FFFFFF
354350	15	272727;4A5FEC;A0A2A5;CFCFD1;FFFFFF
354350	16	2121FF;242424;A1A1A3;D0D0D1;FFFFFF
354350	12	222DF5;252525;A1A2A6;D0D0D1;FFFFFF
354350	3	282828;3844F4;9EA4A7;D0D0D2;FFFFFF
354350	13	262626;313AF7;A0A2A7;CFCFD2;FFFFFF
354350	19	272727;343EF6;A0A2A6;CFCFD1;FFFFFF
354350	18	2020FF;242424;A1A1A3;D0D0D0;FFFFFF
354350	22	1E1EFF;282828;88B7BA;D0D0D0;FFFFFF
354350	8	272727;7A8788;9DA6A6;D0D5D5;FFFFFF
354350	2	1F28F6;292929;A1A2A5;D0D0D2;FFFFFF
354350	23	2A2A2A;4A5FEC;9DA5A9;D0D0D1;FFFFFF
354350	4	272727;2C3DF0;9EA5A8;D0D0D1;FFFFFF
354350	11	292929;3840F7;A0A2A8;D0D0D3;FFFFFF
354350	6	262626;82817B;9CA8A8;D1D1D0;FFFEFE
354350	5	282828;3F4EF1;9DA6A9;CFCFD1;FFFFFF
354350	1	272727;6A875E;96AEB4;D0D1D6;FFFFFF
354350	20	282828;87B8BB;D0D0D0;FFFFFF
354350	17	282828;343EF6;A0A2A6;D0D0D1;FFFFFF
354350	10	272DFA;272727;A1A2A9;D0D0D3;FFFFFF
354350	9	2C2B2B;4A5FEC;9AA8AB;CFCFD1;FFFFFF
364965	1	302C2D;807E7E;9F9E9E;D0CFCF;FFFFFF
364965	2	332F30;807E7E;A09E9F;D0CFCF;FFFFFF
422203	1	949596;9B633E;B4C5D0;D2E8F2;FEFEFE
558839	1	232322;4444BB;A3A3A5;D9D9DA;FFFFFF
489171	1	242C35;94989C;CCD2D8;DBE5F1;FFFFFF
489171	3	2B3949;989898;CBD3DD;DBE5F1;FFFFFF
489171	2	293544;999B9E;CAD3DD;DBE5F1;FFFFFF
431890	1	1B2128;20689C;B2C2D5;D2DAE8;FFFFFF
431890	2	1D2023;365FBF;AABCD4;D1D3D7;FFFFFF
364845	1	101010;A4A4A4;DBDBDB;E7E7E7;FFFFFF
364845	3	0F0F0F;A1A1A1;D9D9D9;E7E7E7;FFFFFF
364845	2	121212;A3A3A3;D6D6D6;E7E7E7;FFFFFF
364845	4	1B1B1B;A1A1A1;D1D1D1;E8E8E8;FFFFFF
604878	1	1B1B1B;A2A2A2;D6D6D6;E9E9E9;FFFFFF
604878	3	1B1B1B;A3A3A3;D6D6D6;E8E8E8;FFFFFF
604878	5	282828;A3A3A3;D5D5D5;E9E9E9;FFFFFF
604878	6	202020;A2A2A2;D4D4D4;E8E8E8;FFFFFF
604878	2	1D1D1D;A4A4A4;D8D8D8;E8E8E8;FFFFFF
604878	4	1C1C1C;A4A4A4;DCDCDC;E8E8E8;FFFFFF
331714	1	1E1E1E;ACA3A5;CA2A5C;DAD4D6;FFFFFF
331714	2	1E1E1E;B7A3A7;D12856;E0D6D8;FFFFFF
602423	35	1F1F1F;759393;A2A4A4;D3ECEC;FFFFFF
602423	14	0E0E0E;799797;A1A2A2;D3E9E9;FFFFFF
602423	21	121212;739090;A1A7A7;CDFBFB;FFFFFF
602423	7	171717;A0A0A0;CFCFCF;E8E8E8;FFFFFF
602423	33	272828;728E8E;A1A4A4;CFF6F6;FFFFFF
602423	52	1F1F1F;A1A1A1;DBDBDB;E8E8E8;FFFFFF
602423	27	101010;6F8B8B;A0ABAB;CDFDFD;FFFFFF
602423	26	131313;759393;A2A5A5;D4ECEC;FFFFFF
602423	37	151515;718E8E;A4A6A6;D2F2F2;FFFFFF
602423	39	0D0E0E;739090;A3A7A7;CEF6F6;FFFFFF
602423	28	171717;A2A2A2;D4D4D4;E7E7E7;FFFFFF
602423	34	1A1A1A;749191;A0A3A3;CEF8F8;FFFFFF
602423	15	242424;A2A2A2;D2D2D2;E8E8E8;FFFFFF
602423	16	1D1E1E;749191;A3ACAC;CEFBFB;FFFFFF
602423	31	232323;A1A1A1;D5D5D5;E7E7E7;FFFFFF
602423	44	080808;739090;A0A4A4;CFF4F4;FFFFFF
602423	48	171717;728F8F;A1A6A6;CFF7F7;FFFFFF
602423	53	0B0B0B;A0A0A0;DADADA;E8E8E8;FFFFFF
602423	12	222222;A3A3A3;D4D4D4;E8E8E8;FFFFFF
602423	3	2B2B2B;A2A2A2;D9D9D9;E8E8E8;FFFFFF
602423	45	101010;A4A4A4;D7D7D7;E8E8E8;FFFFFF
602423	13	0D0D0D;769494;A0A2A2;D5E9E9;FFFFFF
602423	43	131313;A4A4A4;D9D9D9;E8E8E8;FFFFFF
602423	50	121212;A3A3A3;DCDCDC;E8E8E8;FFFFFF
602423	19	0F0F0F;769494;9FA4A4;CDFCFC;FFFFFF
602423	18	212121;718E8E;A2A5A5;D1F1F1;FFFFFF
602423	22	101010;A0A0A0;D3D3D3;E8E8E8;FFFFFF
602423	8	242424;A0A0A0;D3D3D3;E8E8E8;FFFFFF
602423	47	242424;A3A3A3;CFCFCF;E7E7E7;FFFFFF
602423	2	171717;A4A564;CEF8F8;E0E29D;FFFFFF
602423	49	121212;759393;A1A6A6;CEF9F9;FFFFFF
602423	32	212121;739090;A2A8A8;CEFAFA;FFFFFF
602423	23	1E1E1E;769393;A4A5A5;D4E7E7;FFFFFF
602423	25	0A0A0A;A0A0A0;D2D2D2;E7E7E7;FFFFFF
602423	38	191919;A3A3A3;D7D7D7;E7E7E7;FFFFFF
602423	4	1E1E1E;A1A1A1;D6D6D6;E8E8E8;FFFFFF
602423	30	1C1C1C;749292;A3ACAC;CDFCFC;FFFFFF
602423	41	121212;A3A3A3;D2E5E5;FFFFFF
602423	11	171818;749191;A2ABAB;CEFAFA;FFFFFF
602423	42	0E0E0E;A3A3A3;D4D4D4;E7E7E7;FFFFFF
602423	6	2A2A2A;9D9D9D;D1D1D1;E8E8E8;FFFFFF
602423	5	262626;A2A2A2;D9D9D9;E8E8E8;FFFFFF
602423	29	242424;A3A3A3;D0D0D0;E8E8E8;FFFFFF
602423	51	181818;A1A1A1;D8D8D8;E8E8E8;FFFFFF
602423	1	0F0F0F;739191;A0ADAD;CDFCFC;FFFFFF
602423	20	171818;708D8D;A2A4A4;D2F1F1;FFFFFF
602423	46	0C0C0C;A3A3A3;D6D6D6;E7E7E7;FFFFFF
602423	17	181919;739090;AAC7C7;CEFBFB;FFFFFF
602423	40	101010;739090;A4A7A7;CFF4F4;FFFFFF
602423	10	2B2B2B;A0A0A0;D5D5D5;E8E8E8;FFFFFF
602423	36	1E1E1E;A2A2A2;D9D9D9;E8E8E8;FFFFFF
602423	9	2B2B2B;A0A0A0;D2D2D2;E8E8E8;FFFFFF
602423	24	121212;A2A2A2;D6D6D6;E8E8E8;FFFFFF
601396	1	121212;A1A1A1;CCCCCC;E8E8E8;FFFFFF
390332	1	181818;A3A3A3;D1D1D1;E8E8E8;FFFFFF
384039	1	2B2B2B;A09FA0;B07450;D1D1D1;FFFFFF
384039	3	2C2C2A;9F9F9F;D1D1D1;FBFB00;FFFFFF
384039	2	2B2B2A;A09FA0;D1D1D1;DAC221;FFFFFF
601575	1	262626;A1A1A1;D2D2D2;FFFFFF
601575	2	242424;A0A0A0;D1D1D1;E8E8E8;FFFFFF
374409	1	141414;878787;D1D1D1;E8E8E8;FFFFFF
288083	1	302C2D;817E7F;A09E9E;D0CFCF;FFFFFF
288083	2	332F30;807E7E;A09E9F;CFCECF;FFFFFF
453293	1	322E2F;335E8F;A2A0A0;D2D1D1;FEFEFE
453293	2	353233;807E7F;A09F9F;D2D2D2;FCFCFC
432599	1	1F1F1F;7F7F80;9F9F9F;D4D4D4;FFFFFF
432599	2	1C1C1C;7F7F80;A2A2A2;D8D8D8;FFFFFF
528332	1	1A1A1A;8F8F8F;D0D0D0;E9E9E9;FFFFFF
528332	2	212121;A3A3A3;D1D1D1;E9E9E9;FFFFFF
603079	1	1919FE;202121;9F9F9F;D0D0D1;FFFFFF
603079	3	222222;9F9F9F;D0D0D0;E8E8E8;FFFFFF
603079	2	232323;A0A0A0;D1D1D1;E8E8E8;FFFFFF
603079	4	262626;9F9F9F;D1D1D1;E8E8E8;FFFFFF
97948	1	191B1B;6743A4;9AA4A5;CCFCFC;FFFFFF
528007	1	194332;7DC5A4;A1AFA8;CEE1D8;E8F4EE
528007	3	04A162;202121;A0A6A3;D2D9D5;F3F9F6
528007	2	16A068;272A28;A0AEA7;D1E0D8;E2F1E9
528007	4	08A063;242625;A0A9A4;D2DDD7;EAF5EF
424083	1	060606;18949B;A2A5A6;D3D5D5;FFFFFF
424083	3	020202;A2A2A2;CFCFCF;E6E6E6;FFFFFF
424083	2	020202;A1A1A1;CECECE;E6E6E6;FFFFFF
359331	1	131313;9F9F9F;D1D1D1;E8E8E8;FFFFFF
359331	2	222222;9F9F9F;D1D1D1;E8E8E8;FFFFFF
429750	1	151817;16A997;9FD5CD;CAE4DD;F3F8F6
429750	3	14A996;151817;9CD3CB;CAE4DD;F7FAF9
429750	5	151817;17AA98;9ED6CF;CAE4DE;FFFFFF
429750	6	0EA794;171A19;9ED2CA;C9E4DD;FFFFFF
429750	2	141716;17AA97;9ED6CE;CAE4DE;F8FBFA
429750	4	14A996;161817;A0D0C9;CAE4DD;F5F9F8
603047	1	1E1EFF;202020;9C9C9F;D2D2D4;FFFFFF
603047	3	262626;9F9F9F;D0D0D0;E8E8E8;FFFFFF
603047	2	202020;A1A1A1;D4D4D4;E8E8E8;FFFFFF
612543	14	2F4651;D98BB3;DBDDDD;FF99CC;FFFFFF
612543	7	1F4758;C0C198;C2C2C2;D2E7E7;FFFFFF
612543	15	553749;DFDFDF;E287B5;FF99CC;FFFFFF
612543	12	422E57;D88AB4;DBDBDF;FF99CC;FFFFFF
612543	3	322E54;C1C1C1;D1D3E9;D7D799;FFFFFF
612543	13	343B49;D78CB2;D9DDDD;FF99CC;FFFFFF
612543	8	1B242F;3A5E87;C1C1C1;C98585;FFFFFF
612543	2	343433;764788;D6D6D4;D9D9A5;FEFEFE
612543	4	040404;A5A5A5;DFDFDF;FFFFFF
612543	11	4A2D41;CDCDCD;DA8AB2;FF99CC;FFFFFF
612543	6	1B6981;282B2B;B0B090;C1C1C1;FFFFFF
612543	5	37315B;C1C1C1;D0CFE7;D6D69A;FFFFFF
612543	1	142E49;643D99;A9A6AD;EEDBDB;FFFFFE
612543	10	3A2B5B;D28DB3;D9D9DE;FF99CC;FFFFFF
612543	9	493052;D98BB3;DA82D3;FFFFFF;FF99CC
345693	1	1C1C1C;B9B9A3;D0D0D0;EAC543;FFFFFF
345693	2	202020;A1A1A1;D0D0D0;E9E9E9;FFFFFF
612166	1	1D1D1D;7B807F;A2A2A2;D3D3D3;FFFFFF
612166	2	1D1D1D;A3A3A3;DBDBDB;E8E8E8;FFFFFF
601491	1	1C1D1D;7E8080;9F9F9F;D1D1D1;FFFFFF
601491	2	252525;A0A0A0;D1D1D1;E8E8E8;FFFFFF
555391	14	1E1E1E;A0A0A0;D0D0D0;E8E8E8;FFFFFF
555391	7	1C1C1C;A0A0A0;D0D0D0;E8E8E8;FFFFFF
555391	15	1D1D1D;A0A0A0;D0D0D0;E8E8E8;FFFFFF
555391	16	1DB7F1;1E1E1E;A0A5A7;CFD1D2;FFFFFF
555391	12	1D1D1D;A0A0A0;CFCFCF;E7E7E7;FFFFFF
555391	3	1B1B1B;A0A0A0;CFCFCF;E8E8E8;FFFFFF
555391	13	1D1D1D;A0A0A0;D0D0D0;E8E8E8;FFFFFF
555391	19	1111FF;1D1D1D;A0A0A1;D0D0D0;FFFFFF
555391	18	1E1E1E;A0A0A0;CFCFCF;E7E7E7;FFFFFF
555391	8	1515FF;1E1E1E;A0A0A1;D0D0D0;FFFFFF
555391	2	1C1C1C;A0A0A0;D0D0D0;E8E8E8;FFFFFF
555391	4	1B1B1B;A0A0A0;D0D0D0;E8E8E8;FFFFFF
555391	11	1D1D1D;A0A0A0;CFCFCF;E8E8E8;FFFFFF
555391	6	0F0FFF;1C1C1C;A0A0A1;D0D0D0;FFFFFF
555391	5	1414FF;1B1B1B;A1A1A1;D0D0D0;FFFFFF
555391	1	2E2D2A;505B95;A1A1A1;D1D1D1;FFFFFF
555391	20	1313FF;1C1C1C;A0A0A2;CFCFD0;FFFFFF
555391	17	1E1E1E;A1A1A1;CFCFCF;E8E8E8;FFFFFF
555391	10	1616FF;1C1C1C;A0A0A1;CFCFD0;FFFFFF
555391	9	1515FF;1D1D1D;A0A0A1;D0D0D0;FFFFFF
591419	1	019B40;212121;A0A0A0;D0D0D0;FFFFFF
591419	3	1919FF;1C1C1C;A0A0A1;D1D1D1;FFFFFF
591419	8	232323;A0A0A0;D0D0D0;E8E8E8;FFFFFF
591419	5	1D1C1C;928273;CBC0A5;E3D4D4;FFFFFF
591419	6	101010;A1A1A1;D1D1D1;E9E9E9;FFFFFF
591419	2	1A1AFF;222222;A0A0A4;D1D1D3;FFFFFF
591419	7	212121;A0A0A0;D0D0D0;E8E8E8;FFFFFF
591419	4	1E1D1D;8F8372;CCC9A6;E2D5D5;FFFFFF
367196	1	171717;A2A2A2;D3D3D3;E8E8E8;FFFFFF
318615	1	161515;AC1787;AEA3AC;ECDCE6;FEFEFE
515988	14	1D2327;2833E6;A3A4AB;D0D1D4;FFFFFF
515988	7	222225;7F7F84;A4A4A5;D8D8D9;FFFFFF
515988	15	1616FF;232323;A2A2A5;D0D0D1;FFFFFF
515988	12	1E2224;4368AE;A3A4A5;D0D0D1;FFFFFF
515988	3	1D1E22;4F7D99;A4A4A6;DADADB;FFFFFF
515988	13	1F2224;507E9A;A3A4A4;D0D0D1;FFFFFF
515988	8	1F2327;4871A5;A3A4A6;D6D6D7;FFFFFF
515988	2	1C2329;4F7D99;A4A5A7;D6D7D8;FFFFFF
515988	4	22272C;4E7D99;A3A4A6;D8D8D9;FFFFFF
515988	11	1E2123;252EEA;A3A4A8;D0D0D3;FFFFFF
515988	6	2127F0;232426;A3A4A7;D7D7D8;FFFFFF
515988	5	1F2125;517F9B;A3A4A5;D9D9D9;FFFFFF
515988	1	1E2730;457898;A3A5A7;D9D9DA;FFFFFF
515988	10	1D2326;4E7D99;A2A4A4;D0D1D1;FFFFFF
515988	9	222223;7F7F84;A3A3A3;D2D2D3;FFFFFF
136798	1	191919;A3A0A0;D4D2D2;FFFFFF;FF1111
423121	14	010101;A1A1A1;D2D2D2;E7E7E7;FFFFFF
423121	21	010101;A6A6A6;D0D0D0;E8E8E8;FFFFFF
423121	7	010101;A3A3A3;CECECE;E7E7E7;FFFFFF
423121	26	010101;A1A1A1;D1D1D1;E7E7E7;FFFFFF
423121	15	020202;A7A7A7;D1D1D1;E9E9E9;FFFFFF
423121	16	010101;A1A1A1;D1D1D1;E7E7E7;FFFFFF
423121	12	010101;A1A1A1;D1D1D1;E7E7E7;FFFFFF
423121	3	010101;A4A4A4;D0D0D0;E8E8E8;FFFFFF
423121	13	010101;A6A6A6;D3D3D3;E8E8E8;FFFFFF
423121	19	010101;A7A7A7;D1D1D1;E8E8E8;FFFFFF
423121	18	010101;A1A1A1;D1D1D1;E7E7E7;FFFFFF
423121	22	010101;A1A1A1;D2D2D2;E7E7E7;FFFFFF
423121	8	010101;A1A1A1;D2D2D2;E6E6E6;FFFFFF
423121	2	0E0E0E;848484;C1C1C1;E8E8E8;FFFFFF
423121	23	020202;A4A4A4;D0D0D0;E8E8E8;FFFFFF
423121	25	030303;A2A2A2;D1D1D1;E8E8E8;FFFFFF
423121	4	010101;A1A1A1;D3D3D3;E7E7E7;FFFFFF
423121	11	010101;A5A5A5;D1D1D1;E8E8E8;FFFFFF
423121	6	010101;A1A1A1;D2D2D2;E7E7E7;FFFFFF
423121	5	010101;A3A3A3;CCCCCC;E8E8E8;FFFFFF
423121	1	0C0C0C;119198;858585;C2C2C2;FFFFFF
423121	20	010101;A1A1A1;D2D2D2;E7E7E7;FFFFFF
423121	17	020202;A5A5A5;D0D0D0;E9E9E9;FFFFFF
423121	10	010101;A1A1A1;D1D1D1;E7E7E7;FFFFFF
423121	9	010101;A4A4A4;CFCFCF;E7E7E7;FFFFFF
423121	24	010101;A1A1A1;D2D2D2;E7E7E7;FFFFFF
420870	1	079592;202020;96B4B3;D2D7D7;FCFDFD
420870	3	0F9391;222323;8DBCBA;D1DBDB;F4FAFA
420870	2	0C9492;222323;8EBBBA;D2DCDC;F9FCFC
420870	4	069491;272727;94B0AF;D0D1D1;FFFFFF
408953	1	1A2D67;203265;3A4A79;7C5D7F;F8F9FA
568041	1	1919F9;222222;A09FA3;C2C2C2;FFFFFF
568041	3	242424;8E8E8E;C3C3C3;E9E9E9;FFFFFF
568041	2	242424;898989;C2C2C2;E8E8E8;FEFEFE
568041	4	262626;989898;D0D0D0;E8E8E8;FEFEFE
418297	1	202020;A1A1A1;D0D0D0;E8E8E8;FFFFFF
418297	3	242424;A2A2A2;CFCFCF;E8E8E8;FFFFFF
418297	8	242424;A1A1A1;D0D0D0;E9E9E9;FFFFFF
418297	5	222222;A1A1A1;CFCFCF;E8E8E8;FFFFFF
418297	6	232323;A1A1A1;CFCFCF;E8E8E8;FFFFFF
418297	2	252525;A1A1A1;CFCFCF;E8E8E8;FFFFFF
418297	7	252525;A1A1A1;CFCFCF;E8E8E8;FFFFFF
418297	4	252525;A1A1A1;CFCFCF;E8E8E8;FFFFFF
504985	1	212325;933B7D;A1A7A7;E9DDD2;FEFFFF
504985	3	15938F;252525;A0A3A3;D0D0D0;FFFFFF
504985	2	242424;2E7CB9;A0A3A5;CFD0D0;FFFFFF
504985	4	2582AC;272727;97ABAD;D0D1D1;FFFFFF
97844	1	1D1D1D;A2A2A2;D0D0D0;E8E8E8;FFFFFF
97844	3	1D1D1D;A1A1A1;D0D0D0;E8E8E8;FFFFFF
97844	5	1E1E1E;A1A1A1;D0D0D0;E8E8E8;FFFFFF
97844	2	1D1D1D;A1A1A1;D1D1D1;E9E9E9;FFFFFF
97844	4	1E1E1E;A1A1A1;D0D0D0;E8E8E8;FFFFFF
374379	1	1C1C1C;9E9E9E;D0D0D0;E8E8E8;FFFFFF
278676	1	181818;A2A2A2;D4D4D4;E8E8E8;FFFFFF
278676	3	222222;A1A1A1;D0D0D0;E8E8E8;FFFFFF
278676	2	1F1F1F;A2A2A2;D0D0D0;E8E8E8;FFFFFF
494647	1	1010FF;1C1C1C;A2A2A4;D4D4D5;FFFFFF
494647	2	1B1B1C;1C1CFF;A3A3A4;DADADB;FEFEFE
578073	1	03AE9E;383637;B7BABB;CFE7E3;F3FAF9
471861	1	2B1312;B0A3A3;D7D0D0;FECB66;FFFFFF
471861	3	141312;A5A5A5;D0D0D0;FFCC66;FFFFFF
471861	5	1B1B1B;A5A4A9;D0D0D3;F1C16E;FFFFFF
471861	6	000000;FFCC66;FFFFFF
471861	2	171614;A7A6A4;D2D1D0;FECB65;FFFFFF
471861	4	20201F;A4A4A4;D0D0D0;FDCA65;FFFFFF
368136	1	1D1D1D;812423;A2A1A1;CCCCCC;FFFFFF
368136	2	1B1B1B;A0A0A0;CDCDCD;E8E8E8;FFFFFF
371332	1	1B508B;4D627B;B0BBD4;DDDFEC;FFFFFF
371332	2	2B5C92;A8B8D1;D4DDE9;DEDFEC;FFFFFF
367969	1	072C4D;497DA9;9CA8AF;D0D5DA;FCFDFE
367969	3	143048;5C7992;A1A4A8;D2D5D8;FCFDFE
367969	2	162A3D;767F88;A1A5AA;D1D6DD;F5F8FC
