page	name	url	organisations
give-notice-of-a-cross-border-merger-involving-a-uk-limited-liability-partnership-ll-cb01	Give notice of a cross border merger involving a UK limited liability partnership (LL CB01)	https://www.gov.uk/government/publications/give-notice-of-a-cross-border-merger-involving-a-uk-limited-liability-partnership-ll-cb01	government-organisation:EA26
election-to-keep-information-from-register-of-secretaries-on-the-public-register-eh03	Elect to keep register of secretaries information on the central register (EH03)	https://www.gov.uk/government/publications/election-to-keep-information-from-register-of-secretaries-on-the-public-register-eh03	government-organisation:EA26
withdraw-striking-off-application-limited-liability-partnership-ll-ds02c	Withdraw striking off application: limited liability partnership (LL DS02c)	https://www.gov.uk/government/publications/withdraw-striking-off-application-limited-liability-partnership-ll-ds02c	government-organisation:EA26
change-location-of-records-to-single-alternative-inspection-location-ad03c	Change location of records to single alternative inspection location (AD03c)	https://www.gov.uk/government/publications/change-location-of-records-to-single-alternative-inspection-location-ad03c	government-organisation:EA26
change-location-of-records-to-registered-office-limited-liability-partnership-ll-ad04c	Change location of records to registered office: limited liability partnership (LL AD04c)	https://www.gov.uk/government/publications/change-location-of-records-to-registered-office-limited-liability-partnership-ll-ad04c	government-organisation:EA26
give-notice-of-order-deferring-the-date-of-dissolution-liq04	Give notice of order deferring the date of dissolution (LIQ04)	https://www.gov.uk/government/publications/give-notice-of-order-deferring-the-date-of-dissolution-liq04	government-organisation:EA26
give-notice-of-the-withdrawal-of-nominees-consent-to-act-vam5	Give notice of the withdrawal of nominee's consent to act (VAM5)	https://www.gov.uk/government/publications/give-notice-of-the-withdrawal-of-nominees-consent-to-act-vam5	government-organisation:EA26
statement-of-capital-when-re-registering-from-unlimited-to-limited-sh19	Statement of capital when re-registering from unlimited to limited (SH19)	https://www.gov.uk/government/publications/statement-of-capital-when-re-registering-from-unlimited-to-limited-sh19	government-organisation:EA26
give-notice-of-removal-of-voluntary-liquidator-438	Give notice of removal of voluntary liquidator (4.38)	https://www.gov.uk/government/publications/give-notice-of-removal-of-voluntary-liquidator-438	government-organisation:EA26
give-notice-of-a-court-order-in-respect-of-a-voluntary-arrangement-or-moratorium-vamc	Give notice of a court order in respect of a voluntary arrangement or moratorium (VAMC)	https://www.gov.uk/government/publications/give-notice-of-a-court-order-in-respect-of-a-voluntary-arrangement-or-moratorium-vamc	government-organisation:EA26
give-notice-of-ceasing-to-act-as-voluntary-liquidator-440	Give notice of ceasing to act as voluntary liquidator (4.40)	https://www.gov.uk/government/publications/give-notice-of-ceasing-to-act-as-voluntary-liquidator-440	government-organisation:EA26
change-situation-of-england-and-wales-or-welsh-company-ad05c	Change situation of England and Wales or Welsh company (AD05c)	https://www.gov.uk/government/publications/change-situation-of-england-and-wales-or-welsh-company-ad05c	government-organisation:EA26
change-location-of-records-to-the-single-alternative-inspection-location-limited-liability-partnership-ll-ad03c	Change location of records to the single alternative inspection location: limited liability partnership (LL AD03c)	https://www.gov.uk/government/publications/change-location-of-records-to-the-single-alternative-inspection-location-limited-liability-partnership-ll-ad03c	government-organisation:EA26
register-particulars-of-a-charge-property-acquired-by-company-registered-in-scotland-mg06s	Register particulars of a charge: property acquired by company registered in Scotland (MG06s)	https://www.gov.uk/government/publications/register-particulars-of-a-charge-property-acquired-by-company-registered-in-scotland-mg06s	government-organisation:EA26
give-notice-of-an-application-to-court-to-cancel-share-warrants-nac01	Give notice of an application to court to cancel share warrants (NAC01)	https://www.gov.uk/government/publications/give-notice-of-an-application-to-court-to-cancel-share-warrants-nac01	government-organisation:EA26
give-notice-of-resignation-as-voluntary-liquidator-433	Give notice of resignation as voluntary liquidator (4.33)	https://www.gov.uk/government/publications/give-notice-of-resignation-as-voluntary-liquidator-433	government-organisation:EA26
give-notice-by-certificate-that-creditors-paid-in-full-451	Give notice by certificate that creditors paid in full (4.51)	https://www.gov.uk/government/publications/give-notice-by-certificate-that-creditors-paid-in-full-451	government-organisation:EA26
give-notice-in-respect-of-order-under-section-176a-121	Give notice in respect of order under section 176a (12.1)	https://www.gov.uk/government/publications/give-notice-in-respect-of-order-under-section-176a-121	government-organisation:EA26
change-the-details-of-a-corporate-director-ch02c	Change the details of a corporate director (CH02c)	https://www.gov.uk/government/publications/change-the-details-of-a-corporate-director-ch02c	government-organisation:EA26
change-the-details-of-a-corporate-secretary-ch04c	Change the details of a corporate secretary (CH04c)	https://www.gov.uk/government/publications/change-the-details-of-a-corporate-secretary-ch04c	government-organisation:EA26
change-the-uk-establishment-in-respect-of-which-the-constitutional-documents-have-been-delivered-os-cc02	Change the UK establishment in respect of which the constitutional documents have been delivered (OS CC02)	https://www.gov.uk/government/publications/change-the-uk-establishment-in-respect-of-which-the-constitutional-documents-have-been-delivered-os-cc02	government-organisation:EA26
give-notice-of-insolvency-proceedings-for-an-overseas-company-os-lq02	Give notice of insolvency proceedings for an overseas company (OS LQ02)	https://www.gov.uk/government/publications/give-notice-of-insolvency-proceedings-for-an-overseas-company-os-lq02	government-organisation:EA26
change-the-uk-establishment-in-respect-of-which-the-accounting-documents-have-been-delivered-os-aa02	Change the UK establishment in respect of which the accounting documents have been delivered (OS AA02)	https://www.gov.uk/government/publications/change-the-uk-establishment-in-respect-of-which-the-accounting-documents-have-been-delivered-os-aa02	government-organisation:EA26
give-notice-of-withdrawal-of-nominees-consent-to-act-116	Give notice of withdrawal of nominee's consent to act (1.16)	https://www.gov.uk/government/publications/give-notice-of-withdrawal-of-nominees-consent-to-act-116	government-organisation:EA26
make-statement-of-affairs-in-administrative-receivership-33	Make statement of affairs in administrative receivership (3.3)	https://www.gov.uk/government/publications/make-statement-of-affairs-in-administrative-receivership-33	government-organisation:EA26
give-notice-of-court-order-granting-liquidator-to-resign-435	Give notice of court order granting liquidator to resign (4.35)	https://www.gov.uk/government/publications/give-notice-of-court-order-granting-liquidator-to-resign-435	government-organisation:EA26
registration-in-agricultural-societys-name-application-ac2	Registration in Agricultural Society's name: application (AC2)	https://www.gov.uk/government/publications/registration-in-agricultural-societys-name-application-ac2	government-organisation:D69
register-of-agricultural-charges-request-copy-of-memorandum-filed-ac5	Register of Agricultural Charges: request copy of memorandum filed (AC5)	https://www.gov.uk/government/publications/register-of-agricultural-charges-request-copy-of-memorandum-filed-ac5	government-organisation:D69
single-declaration-form-for-islamic-marriages-if-you-are-divorced-jordan	Single declaration form for islamic marriages (if you are divorced) - Jordan	https://www.gov.uk/government/publications/single-declaration-form-for-islamic-marriages-if-you-are-divorced-jordan	government-organisation:D13
service-request-form-mongolia	Service Request Form Mongolia	https://www.gov.uk/government/publications/service-request-form-mongolia	government-organisation:D13
template-commercial-contract-for-china-prosperity-spf-projects	Template Commercial Contract for China Prosperity SPF projects	https://www.gov.uk/government/publications/template-commercial-contract-for-china-prosperity-spf-projects	government-organisation:D13
affidavit-form-slovenia	Affidavit form - Slovenia	https://www.gov.uk/government/publications/affidavit-form-slovenia	government-organisation:D13
201516-prosperity-fund-korea-programme_2nd-round-project-concept-form	2015/16 Prosperity Fund Korea Programme_2nd round: Project Concept Form	https://www.gov.uk/government/publications/201516-prosperity-fund-korea-programme_2nd-round-project-concept-form	government-organisation:D13
fco-strategic-programme-fund-and-bilateral-programme-fund-project-proposal-form-projects-worth-under-10000	FCO Strategic Programme Fund and Bilateral Programme Fund - Project Proposal Form (Projects worth under £10,000)	https://www.gov.uk/government/publications/fco-strategic-programme-fund-and-bilateral-programme-fund-project-proposal-form-projects-worth-under-10000	government-organisation:D13
forced-marriage-speaker-request-form	Forced marriage speaker request form	https://www.gov.uk/government/publications/forced-marriage-speaker-request-form	government-organisation:D13
cameroon-womens-sholarship-20132014-announcement	Cameroon Women's Scholarship 2013 to 2014: application	https://www.gov.uk/government/publications/cameroon-womens-sholarship-20132014-announcement	government-organisation:D13
groceries-controlled-land-notification-form	Groceries – Controlled Land: notification form	https://www.gov.uk/government/publications/groceries-controlled-land-notification-form	government-organisation:D550
china-prosperity-project-concept-bid-checklist	China Prosperity project concept bid checklist	https://www.gov.uk/government/publications/china-prosperity-project-concept-bid-checklist	government-organisation:D13
grant-contract-of-china-prosperity-project	Grant Contract for China Prosperity SPF Projects	https://www.gov.uk/government/publications/grant-contract-of-china-prosperity-project	government-organisation:D13
conflict-pool-concept-bid-form	Conflict Pool Concept Bid Form	https://www.gov.uk/government/publications/conflict-pool-concept-bid-form	government-organisation:D13
201415-prosperity-fund-korea-programme-project-concept-form	2014/15 Prosperity Fund Korea Programme: Project Concept Form	https://www.gov.uk/government/publications/201415-prosperity-fund-korea-programme-project-concept-form	government-organisation:D13
hrdp-1415-form	HRDP 14/15 form	https://www.gov.uk/government/publications/hrdp-1415-form	government-organisation:D13
school-certificate-form-bangladesh	School certificate form - Bangladesh	https://www.gov.uk/government/publications/school-certificate-form-bangladesh	government-organisation:D13
request-for-consular-services	Request for consular services	https://www.gov.uk/government/publications/request-for-consular-services	government-organisation:D13
passport-credit-debit-card-payment-authorisation-slip-bangladesh	Credit/Debit Card Payment Authorisation Slip – Bangladesh	https://www.gov.uk/government/publications/passport-credit-debit-card-payment-authorisation-slip-bangladesh	government-organisation:D13
philippines-project-concept-bid-form	Philippines - project concept bid form	https://www.gov.uk/government/publications/philippines-project-concept-bid-form	government-organisation:D13
conflict-pool-concept-bid-template	Conflict Pool Concept Bid Template	https://www.gov.uk/government/publications/conflict-pool-concept-bid-template	government-organisation:D13
national-security-vetting	National security vetting	https://www.gov.uk/government/publications/national-security-vetting	government-organisation:D2;government-organisation:OT505
affirmation-affidavit-for-same-sex-marriage-form-vietnam	Affirmation/ Affidavit for same sex marriage form - Vietnam	https://www.gov.uk/government/publications/affirmation-affidavit-for-same-sex-marriage-form-vietnam	government-organisation:D13
child-trust-fund-monthly-return-of-looked-after-children-ctf15	Child Trust Fund: monthly return of looked after children (CTF15)	https://www.gov.uk/government/publications/child-trust-fund-monthly-return-of-looked-after-children-ctf15	government-organisation:D25
child-trust-fund-apply-to-become-an-approved-provider-ctf11app	Child Trust Fund: apply to become an approved provider (CTF11(App))	https://www.gov.uk/government/publications/child-trust-fund-apply-to-become-an-approved-provider-ctf11app	government-organisation:D25
inheritance-tax-household-and-personal-goods-d35	Inheritance Tax: household and personal goods (D35)	https://www.gov.uk/government/publications/inheritance-tax-household-and-personal-goods-d35	government-organisation:D25
import-and-export-general-import-entry-immediate-payment-slip-c513	Import and export: general import entry immediate payment slip (C513)	https://www.gov.uk/government/publications/import-and-export-general-import-entry-immediate-payment-slip-c513	government-organisation:D25
gambling-duties-machine-games-duty-premises-mgd5	Gambling duties: Machine Games Duty premises (MGD5)	https://www.gov.uk/government/publications/gambling-duties-machine-games-duty-premises-mgd5	government-organisation:D25
alcohol-duties-notice-of-amendment-to-c1201-bdac-deferment-guarantee-c1201a-bdac	Alcohol duties: notice of amendment to C1201 BDAC deferment guarantee (C1201A BDAC)	https://www.gov.uk/government/publications/alcohol-duties-notice-of-amendment-to-c1201-bdac-deferment-guarantee-c1201a-bdac	government-organisation:D25
corporation-tax-supplementary-charge-in-respect-of-ring-fence-trades-ct600i-2012-version-2	Corporation Tax: supplementary charge in respect of ring fence trades (CT600I (2012) Version 2)	https://www.gov.uk/government/publications/corporation-tax-supplementary-charge-in-respect-of-ring-fence-trades-ct600i-2012-version-2	government-organisation:D25
aggregates-levy-application-to-appoint-a-uk-tax-representative-al5	Aggregates Levy: application to appoint a UK tax representative (AL5)	https://www.gov.uk/government/publications/aggregates-levy-application-to-appoint-a-uk-tax-representative-al5	government-organisation:D25
import-and-export-international-maritime-organisation-passenger-list-c98	Import and export: International Maritime Organisation - passenger list (C98)	https://www.gov.uk/government/publications/import-and-export-international-maritime-organisation-passenger-list-c98	government-organisation:D25
import-and-export-chief-direct-trader-input-short-term-fallback-c1402-f	Import and export: CHIEF (Direct Trader Input) short term fallback (C1402 (F))	https://www.gov.uk/government/publications/import-and-export-chief-direct-trader-input-short-term-fallback-c1402-f	government-organisation:D25
tse-testing-of-fallen-stock-approval-application	TSE testing of fallen stock: approval application	https://www.gov.uk/government/publications/tse-testing-of-fallen-stock-approval-application	government-organisation:EA1079
application-for-survey-of-large-yacht-msf-5100	Application for survey of large yacht (MSF 5100)	https://www.gov.uk/government/publications/application-for-survey-of-large-yacht-msf-5100	government-organisation:EA78
occupational-disease-report-form-for-uk-registered-merchant-ships-msf-4159-rev-0714	Occupational disease report form for UK registered merchant ships (MSF 4159 rev 0714)	https://www.gov.uk/government/publications/occupational-disease-report-form-for-uk-registered-merchant-ships-msf-4159-rev-0714	government-organisation:EA78
civ-means-1b-trading-in-a-self-employed-partnership	CIV MEANS 1B: trading in a self-employed partnership	https://www.gov.uk/government/publications/civ-means-1b-trading-in-a-self-employed-partnership	government-organisation:EA556
non-technical-summaries-granted-during-2013-volume-28	Non-technical summaries granted during 2013: volume 28	https://www.gov.uk/government/publications/non-technical-summaries-granted-during-2013-volume-28	government-organisation:D16
climate-change-levy-change-partnership-details-ccl2a	Climate Change Levy: change partnership details (CCL2A)	https://www.gov.uk/government/publications/climate-change-levy-change-partnership-details-ccl2a	government-organisation:D25
application-for-a-greyhound-racetrack-welfare-licence	Application for a greyhound racetrack welfare licence	https://www.gov.uk/government/publications/application-for-a-greyhound-racetrack-welfare-licence	government-organisation:D7
civ-admin-2-clients-change-of-details	CIV ADMIN 2: client's change of details	https://www.gov.uk/government/publications/civ-admin-2-clients-change-of-details	government-organisation:EA556
agricultural-wages-complaint-form	Agricultural wages complaint form	https://www.gov.uk/government/publications/agricultural-wages-complaint-form	government-organisation:D7;government-organisation:EA58
community-action-against-crime-innovation-fund-application-forms-and-guidance-in-welsh	Community action against crime innovation fund: application forms and guidance in Welsh	https://www.gov.uk/government/publications/community-action-against-crime-innovation-fund-application-forms-and-guidance-in-welsh	government-organisation:D16
fisheries-science-partnership-fsp-project-idea-2015-to-2016	Fisheries Science Partnership (FSP) project idea 2015 to 2016	https://www.gov.uk/government/publications/fisheries-science-partnership-fsp-project-idea-2015-to-2016	government-organisation:D7;government-organisation:EA53
petroleum-revenue-tax-declaration-for-claims-prtd6	Petroleum Revenue Tax: declaration for claims (PRT(D6))	https://www.gov.uk/government/publications/petroleum-revenue-tax-declaration-for-claims-prtd6	government-organisation:D25
non-technical-summaries-granted-during-2013-volume-32	Non-technical summaries granted during 2013: volume 32	https://www.gov.uk/government/publications/non-technical-summaries-granted-during-2013-volume-32	government-organisation:D16
etl-application-checklist-heat-recovery-from-condensate-and-boiler-blowdown	ETL application checklist: heat recovery from condensate and boiler blowdown	https://www.gov.uk/government/publications/etl-application-checklist-heat-recovery-from-condensate-and-boiler-blowdown	government-organisation:D11
emcs-fallback-fallback-export-reception-list-fb21	EMCS fallback: fallback export reception list (FB21)	https://www.gov.uk/government/publications/emcs-fallback-fallback-export-reception-list-fb21	government-organisation:D25
acmd-open-meeting-registration-form-november-2010	ACMD open meeting registration form: November 2010	https://www.gov.uk/government/publications/acmd-open-meeting-registration-form-november-2010	government-organisation:PB271
invitation-to-tender-fisheries-science-partnership-fsp-50	Invitation to Tender Fisheries Science Partnership FSP (50)	https://www.gov.uk/government/publications/invitation-to-tender-fisheries-science-partnership-fsp-50	government-organisation:EA53
etl-application-checklist-gas-fired-condensing-water-heaters	ETL application checklist: gas fired condensing water heaters	https://www.gov.uk/government/publications/etl-application-checklist-gas-fired-condensing-water-heaters	government-organisation:D1198
etl-application-checklist-refrigeration-system-controls	ETL application checklist: refrigeration system controls	https://www.gov.uk/government/publications/etl-application-checklist-refrigeration-system-controls	government-organisation:D1198
petroleum-revenue-tax-research-expenditure-prt60b	Petroleum Revenue Tax: research expenditure (PRT60B)	https://www.gov.uk/government/publications/petroleum-revenue-tax-research-expenditure-prt60b	government-organisation:D25
natural-england-licence-agreement-soils-data	Natural England licence: soils data	https://www.gov.uk/government/publications/natural-england-licence-agreement-soils-data	government-organisation:PB202
natural-england-licence-agreement-ordnance-survey-mapping-data	Natural England licence: Ordnance Survey mapping data	https://www.gov.uk/government/publications/natural-england-licence-agreement-ordnance-survey-mapping-data	government-organisation:PB202
petroleum-revenue-tax-claim-for-repayment-of-excess-advance-petroleum-revenue-tax-credit-prt1007	Petroleum Revenue Tax: claim for repayment of excess Advance Petroleum Revenue Tax Credit (PRT1007)	https://www.gov.uk/government/publications/petroleum-revenue-tax-claim-for-repayment-of-excess-advance-petroleum-revenue-tax-credit-prt1007	government-organisation:D25
request-for-the-memorial-scroll	Request for the Memorial Scroll	https://www.gov.uk/government/publications/request-for-the-memorial-scroll	government-organisation:D17
notice-of-appeal-to-the-appointed-person-ex-parte	Notice of appeal to the appointed person (ex parte)	https://www.gov.uk/government/publications/notice-of-appeal-to-the-appointed-person-ex-parte	government-organisation:EA34
sea-or-rail-carriers-pet-travel-required-method-of-operation-rmop	Sea or rail carriers: pet travel required method of operation (RMOP)	https://www.gov.uk/government/publications/sea-or-rail-carriers-pet-travel-required-method-of-operation-rmop	government-organisation:D7;government-organisation:EA1079
mod-working-arrangements-with-media-organisations-forms	MOD working arrangements with media organisations: forms	https://www.gov.uk/government/publications/mod-working-arrangements-with-media-organisations-forms	government-organisation:D17
cais-am-daliad-niwed-personol-yn-dilyn-digwyddiad-unigol	Cais am daliad niwed personol yn dilyn digwyddiad unigol	https://www.gov.uk/government/publications/cais-am-daliad-niwed-personol-yn-dilyn-digwyddiad-unigol	government-organisation:D18;government-organisation:PB297
firefighters-pension-scheme-medical-appeals-forms	Firefighters' pension scheme: medical appeals forms	https://www.gov.uk/government/publications/firefighters-pension-scheme-medical-appeals-forms	government-organisation:D4
statement-of-administrators-revised-proposals-form-217b-scotland	Statement of administrator’s revised proposals: form 2.17B (Scotland)	https://www.gov.uk/government/publications/statement-of-administrators-revised-proposals-form-217b-scotland	government-organisation:EA32
notice-of-order-to-deal-with-secured-property-form-219b-scotland	Notice of order to deal with secured property: form 2.19B (Scotland)	https://www.gov.uk/government/publications/notice-of-order-to-deal-with-secured-property-form-219b-scotland	government-organisation:EA32
civil-society-challenge-fund-claim-form-claim-in-arrears	Civil Society Challenge Fund claim form - claim in arrears	https://www.gov.uk/government/publications/civil-society-challenge-fund-claim-form-claim-in-arrears	government-organisation:D8
civil-society-challenge-fund-budget-template	Civil Society Challenge Fund budget template	https://www.gov.uk/government/publications/civil-society-challenge-fund-budget-template	government-organisation:D8
civil-society-challenge-fund-advanced-claims-form	Civil Society Challenge Fund advanced claims form	https://www.gov.uk/government/publications/civil-society-challenge-fund-advanced-claims-form	government-organisation:D8
acmd-open-meeting-12-june-2014-registration-form	ACMD open meeting 12 June 2014: registration form	https://www.gov.uk/government/publications/acmd-open-meeting-12-june-2014-registration-form	government-organisation:PB271
defence-medical-services-patient-satisfaction-survey	Defence Medical Services patient experience survey	https://www.gov.uk/government/publications/defence-medical-services-patient-satisfaction-survey	government-organisation:D17;government-organisation:OT405
fuel-duty-payment-of-rebate-on-other-heavy-oil-supplied-for-heating-or-fuel-in-an-engine-ho101	Fuel Duty: payment of rebate on other heavy oil supplied for heating or fuel in an engine (HO101)	https://www.gov.uk/government/publications/fuel-duty-payment-of-rebate-on-other-heavy-oil-supplied-for-heating-or-fuel-in-an-engine-ho101	government-organisation:D25
reconciliation-form-isp-building-condition-improvement-fund	Reconciliation form: ISP building condition improvement fund	https://www.gov.uk/government/publications/reconciliation-form-isp-building-condition-improvement-fund	government-organisation:EA242
corporate-venturing-scheme-compliance-statement-cvs1	Corporate Venturing Scheme: compliance statement (CVS1)	https://www.gov.uk/government/publications/corporate-venturing-scheme-compliance-statement-cvs1	government-organisation:D25
pension-schemes-notification-of-succession-to-a-sub-scheme-apss-110	Pension schemes: notification of succession to a sub-scheme (APSS 110)	https://www.gov.uk/government/publications/pension-schemes-notification-of-succession-to-a-sub-scheme-apss-110	government-organisation:D25
landfill-tax-provide-insolvency-details-lt769	Landfill Tax: provide insolvency details (LT769)	https://www.gov.uk/government/publications/landfill-tax-provide-insolvency-details-lt769	government-organisation:D25
non-technical-summaries-granted-during-2013-volume-52	Non-technical summaries granted during 2013: volume 52	https://www.gov.uk/government/publications/non-technical-summaries-granted-during-2013-volume-52	government-organisation:D16
non-technical-summaries-granted-during-2013-volume-2	Non-technical summaries granted during 2013: volume 2	https://www.gov.uk/government/publications/non-technical-summaries-granted-during-2013-volume-2	government-organisation:D16
classification-of-a-shellfish-harvesting-area-in-northern-ireland	Classification of a shellfish harvesting area in Northern Ireland	https://www.gov.uk/government/publications/classification-of-a-shellfish-harvesting-area-in-northern-ireland	government-organisation:D102
natural-england-licence-agreement-aerial-photography-and-height-data-next-perspectives	Natural England licence: aerial photography and height data (Next Perspectives)	https://www.gov.uk/government/publications/natural-england-licence-agreement-aerial-photography-and-height-data-next-perspectives	government-organisation:PB202
energy-intensive-industries-in-the-uk-maintaining-international-competitiveness-compensation-for-the-indirect-costs-of-eu-ets-and-carbon-price-support-consultation-on-scheme-eligibility-and-design-response-form	Energy intensive industries in the UK: maintaining international competitiveness. Compensation for the indirect costs of EU ETS and Carbon Price Support: consultation on scheme eligibility and design. Response form	https://www.gov.uk/government/publications/energy-intensive-industries-in-the-uk-maintaining-international-competitiveness-compensation-for-the-indirect-costs-of-eu-ets-and-carbon-price-support-consultation-on-scheme-eligibility-and-design-response-form	government-organisation:D3
ffi-atwrneiaeth-arhosol-neu-atwrneiaeth-barhaus-esemptiad-neu-ddilead	Ffi atwrneiaeth arhosol neu atwrneiaeth barhaus: esemptiad neu ddilead	https://www.gov.uk/government/publications/ffi-atwrneiaeth-arhosol-neu-atwrneiaeth-barhaus-esemptiad-neu-ddilead	government-organisation:EA72
jaco-judicial-appointment-complaint-form	JACO judicial appointment complaint form	https://www.gov.uk/government/publications/jaco-judicial-appointment-complaint-form	government-organisation:IM333
gwneud-atwrneiaeth-arhosol	Gwneud atwrneiaeth arhosol	https://www.gov.uk/government/publications/gwneud-atwrneiaeth-arhosol	government-organisation:EA72
acute-respiratory-infection-outbreak-reporting-form	Acute respiratory infection outbreak: reporting form	https://www.gov.uk/government/publications/acute-respiratory-infection-outbreak-reporting-form	government-organisation:EA480
specimen-part-i-chapter-ii-notice	Specimen Part I Chapter II Notice	https://www.gov.uk/government/publications/specimen-part-i-chapter-ii-notice	government-organisation:D16
fuel-duty-rebated-heavy-oil-used-as-fuel-ho72	Fuel Duty: rebated heavy oil used as fuel (HO72)	https://www.gov.uk/government/publications/fuel-duty-rebated-heavy-oil-used-as-fuel-ho72	government-organisation:D25
part-rsr-c3-vary-nuclear-site-open-sources-and-radioactive-waste-permit	Part RSR-C3: variation to a bespoke radioactive substances activity permit	https://www.gov.uk/government/publications/part-rsr-c3-vary-nuclear-site-open-sources-and-radioactive-waste-permit	government-organisation:EA199
corporation-tax-disclosure-of-tax-avoidance-schemes-ct600j-2015-version-3	Corporation Tax: disclosure of tax avoidance schemes (CT600J (2015) Version 3)	https://www.gov.uk/government/publications/corporation-tax-disclosure-of-tax-avoidance-schemes-ct600j-2015-version-3	government-organisation:D25
import-and-export-notice-of-amendment-to-c1201-taps-deferment-guarantee-c1201a-taps	Import and export: notice of amendment to C1201 TAPS - deferment guarantee (C1201A TAPS)	https://www.gov.uk/government/publications/import-and-export-notice-of-amendment-to-c1201-taps-deferment-guarantee-c1201a-taps	government-organisation:D25
corporation-tax-tonnage-tax-ct600f-2015-version-3	Corporation Tax: Tonnage Tax (CT600F (2015) version 3)	https://www.gov.uk/government/publications/corporation-tax-tonnage-tax-ct600f-2015-version-3	government-organisation:D25
contracted-out-pension-schemes-contracted-out-salary-related-scheme-cessation-early-leaver-re-input-schedule-pre-1997-ca1563a	Contracted-out pension schemes: contracted-out salary related scheme cessation - early leaver re-input schedule - pre 1997 (CA1563A)	https://www.gov.uk/government/publications/contracted-out-pension-schemes-contracted-out-salary-related-scheme-cessation-early-leaver-re-input-schedule-pre-1997-ca1563a	government-organisation:D25
import-and-export-guarantee-payment-of-hydrocarbon-oils-payments-to-hmrc-c1201ho	Import and export: guarantee payment of hydrocarbon oils payments to HMRC (C1201HO)	https://www.gov.uk/government/publications/import-and-export-guarantee-payment-of-hydrocarbon-oils-payments-to-hmrc-c1201ho	government-organisation:D25
etl-application-checklist-burners-with-controls	ETL application checklist: burners with controls	https://www.gov.uk/government/publications/etl-application-checklist-burners-with-controls	government-organisation:D11
non-technical-summaries-granted-during-2013-volume-25	Non-technical summaries granted during 2013: volume 25	https://www.gov.uk/government/publications/non-technical-summaries-granted-during-2013-volume-25	government-organisation:D16
notice-to-registrar-of-companies-in-respect-of-date-of-dissolution-form-227b-scotland	Notice to registrar of companies in respect of date of dissolution: form 2.27B (Scotland)	https://www.gov.uk/government/publications/notice-to-registrar-of-companies-in-respect-of-date-of-dissolution-form-227b-scotland	government-organisation:EA32
gwrthwynebu-cofrestru-atwrneiaeth	Gwrthwynebu cofrestru atwrneiaeth	https://www.gov.uk/government/publications/gwrthwynebu-cofrestru-atwrneiaeth	government-organisation:EA72
request-to-proceed-to-evidence-rounds	Request to proceed to evidence rounds	https://www.gov.uk/government/publications/request-to-proceed-to-evidence-rounds	government-organisation:EA34
application-to-amend-authorisation-to-import-and-market-in-the-eu-organic-products-from-third-countries	Application to amend authorisation to import and market in the EU organic products from Third countries	https://www.gov.uk/government/publications/application-to-amend-authorisation-to-import-and-market-in-the-eu-organic-products-from-third-countries	government-organisation:D7
call-for-proposals-conflict-pool-2013-2014	Call for proposals: Conflict Pool 2013-2014	https://www.gov.uk/government/publications/call-for-proposals-conflict-pool-2013-2014	government-organisation:D8
appeal-a-management-notice-for-work-on-an-sssi	Appeal a management notice for work on an SSSI	https://www.gov.uk/government/publications/appeal-a-management-notice-for-work-on-an-sssi	government-organisation:D7;government-organisation:PB202
ildio-atwrneiaeth-arhosol	Ildio atwrneiaeth arhosol	https://www.gov.uk/government/publications/ildio-atwrneiaeth-arhosol	government-organisation:EA72
natural-england-licence-agreement-landscape-typology-data	Natural England licence: landscape typology data	https://www.gov.uk/government/publications/natural-england-licence-agreement-landscape-typology-data	government-organisation:PB202
chemical-hazards-and-poisons-report-permission-forms-and-guidance	Chemical hazards and poisons report: permission form and guidance	https://www.gov.uk/government/publications/chemical-hazards-and-poisons-report-permission-forms-and-guidance	government-organisation:EA480
request-for-rental-information-gas-networks	VO 6055 request for rental information: gas networks	https://www.gov.uk/government/publications/request-for-rental-information-gas-networks	government-organisation:EA87
non-technical-summaries-granted-during-2013-volume-45	Non-technical summaries granted during 2013: volume 45	https://www.gov.uk/government/publications/non-technical-summaries-granted-during-2013-volume-45	government-organisation:D16
mou-data-request-form-msf-5369	MoU data request form (MSF 5369)	https://www.gov.uk/government/publications/mou-data-request-form-msf-5369	government-organisation:D7;government-organisation:EA78
derecognition-of-a-non-independent-union-make-an-application	Derecognition of a non-independent union: make an application	https://www.gov.uk/government/publications/derecognition-of-a-non-independent-union-make-an-application	government-organisation:PB148
natural-england-licence-agreement-land-cover-map-2007-vector-data	Natural England licence: Land Cover Map 2007 vector data	https://www.gov.uk/government/publications/natural-england-licence-agreement-land-cover-map-2007-vector-data	government-organisation:PB202
business-focus-on-enforcement-initiative-application	Business Focus on Enforcement initiative: application	https://www.gov.uk/government/publications/business-focus-on-enforcement-initiative-application	government-organisation:D3
dealers-premises-for-eu-trade-in-sheep-and-goats-application	Dealer’s premises for EU trade in sheep and goats: application	https://www.gov.uk/government/publications/dealers-premises-for-eu-trade-in-sheep-and-goats-application	government-organisation:EA1079
egg-marketing-technical-inspection-report	Egg marketing: technical inspection report	https://www.gov.uk/government/publications/egg-marketing-technical-inspection-report	government-organisation:EA1079
sixth-form-building-condition-improvement-fund-final-payment-form	Sixth-form building condition improvement fund: final payment form	https://www.gov.uk/government/publications/sixth-form-building-condition-improvement-fund-final-payment-form	government-organisation:EA242
